text,category,is_scam,urgency_score,threat_level
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.336,LOW
Package Delivery Failed: USPS tracking #US75765186P is held at terminal due to unpaid duty fees of $2.30. Pay at https://bank-security-center.ru.,Delivery Phishing,1,0.891,HIGH
Tesla & Elon Musk 100M Crypto Giveaway! Send 0.1 BTC to receive 0.5 BTC back immediately: https://login-update-online-service.top,Crypto Investment Scam,1,0.793,HIGH
"Walmart Reward: You have a pending voucher worth $1,000. Complete this short survey at http://kyc-urgent-support.info before expiration.",Lottery / Prize Fraud,1,0.974,HIGH
Your monthly bank statement for account ending in 4619 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.259,LOW
Zoom meeting invitation: Weekly Engineering Sync on Thursday at 3:00 PM EST. Join with meeting ID 5625.,Legitimate Work,0,0.053,LOW
Guaranteed 450% return in 48 hours! Join our automated crypto arbitrage pool today. Send 2.54 ETH to 0xf471ca and start earning.,Crypto Investment Scam,1,0.877,HIGH
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.105,LOW
HR Global Recruiter: You have been shortlisted for Remote Data Entry role paying $65/hr. Pay registration fee $49 at http://claim-crypto-giveaway.net to get started.,Fake Job Offer,1,0.904,HIGH
Immediate hiring for Amazon Product Reviewer. Daily payout $500. Message Telegram @CryptoProf_228 for instant onboarding.,Fake Job Offer,1,0.926,CRITICAL
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.09,LOW
Package Delivery Failed: USPS tracking #US43525115P is held at terminal due to unpaid duty fees of $2.30. Pay at http://kyc-urgent-support.info.,Delivery Phishing,1,0.844,CRITICAL
Thanks for reaching out to customer support. Your ticket #21422 has been resolved. Please rate our service.,Legitimate Support,0,0.336,LOW
Amazon Notification: Your mobile number was selected for an iPhone 15 Pro giveaway. Claim within 10 minutes at https://bank-security-center.ru.,Lottery / Prize Fraud,1,0.804,HIGH
"Dear Customer, Your debit card ending in 3358 is locked. Click https://login-update-online-service.top to update KYC within 24 hours.",Banking Phishing,1,0.865,CRITICAL
"Congratulations! You've been whitelisted for the Exclusive Ripple Airdrop. Claim your free $5,000 token grant at http://kyc-urgent-support.info.",Crypto Investment Scam,1,0.838,CRITICAL
Your verification code for Apple ID is 576326. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.134,LOW
HR Global Recruiter: You have been shortlisted for Remote Data Entry role paying $65/hr. Pay registration fee $49 at http://claim-crypto-giveaway.net to get started.,Fake Job Offer,1,0.872,HIGH
"Invest $200 today and receive $3,500 daily guaranteed passive income! Contact our VIP forex manager on Telegram @CryptoProf_484.",Crypto Investment Scam,1,0.877,HIGH
Immediate hiring for Amazon Product Reviewer. Daily payout $500. Message Telegram @CryptoProf_894 for instant onboarding.,Fake Job Offer,1,0.826,CRITICAL
"Invest $200 today and receive $3,500 daily guaranteed passive income! Contact our VIP forex manager on Telegram @CryptoProf_741.",Crypto Investment Scam,1,0.972,HIGH
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.066,LOW
"Congratulations! You've been whitelisted for the Exclusive Ethereum Airdrop. Claim your free $5,000 token grant at http://usps-delivery-portal.cc.",Crypto Investment Scam,1,0.948,HIGH
Google Calendar: Standup meeting starts in 10 minutes (10:00 AM - 10:15 AM).,Legitimate Calendar,0,0.096,LOW
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.064,LOW
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.219,LOW
HDFC Security: Unusual login from Nigeria. Confirm your identity now at http://secure-verify-auth2.xyz to prevent account freeze.,Banking Phishing,1,0.756,HIGH
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.071,LOW
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.227,LOW
Netflix Member Alert: We could not process your latest payment. Update billing details at https://bank-security-center.ru to avoid service cancellation.,Subscription Phishing,1,0.789,CRITICAL
"Dear Customer, Your debit card ending in 7282 is locked. Click https://bank-security-center.ru to update KYC within 24 hours.",Banking Phishing,1,0.984,HIGH
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.163,LOW
Immediate hiring for Amazon Product Reviewer. Daily payout $500. Message Telegram @CryptoProf_327 for instant onboarding.,Fake Job Offer,1,0.777,CRITICAL
Netflix Member Alert: We could not process your latest payment. Update billing details at https://bank-security-center.ru to avoid service cancellation.,Subscription Phishing,1,0.766,CRITICAL
Barclays Security: Unusual login from Singapore. Confirm your identity now at http://claim-crypto-giveaway.net to prevent account freeze.,Banking Phishing,1,0.967,CRITICAL
"Walmart Reward: You have a pending voucher worth $1,000. Complete this short survey at http://kyc-urgent-support.info before expiration.",Lottery / Prize Fraud,1,0.883,CRITICAL
Your verification code for Instagram is 395281. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.171,LOW
"Walmart Reward: You have a pending voucher worth $1,000. Complete this short survey at https://bank-security-center.ru before expiration.",Lottery / Prize Fraud,1,0.956,HIGH
IRS / Tax Notice: A federal warrant is issued for tax evasion. Call +1-746-230-6245 immediately or law enforcement will be dispatched.,Impersonation / Extortion,1,0.753,HIGH
Wells Fargo Security: Unusual login from Russia. Confirm your identity now at http://secure-verify-auth2.xyz to prevent account freeze.,Banking Phishing,1,0.864,HIGH
Zoom meeting invitation: Weekly Engineering Sync on Thursday at 3:00 PM EST. Join with meeting ID 9293.,Legitimate Work,0,0.262,LOW
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.306,LOW
"Dear Customer, Your debit card ending in 2588 is locked. Click http://kyc-urgent-support.info to update KYC within 24 hours.",Banking Phishing,1,0.914,HIGH
Thanks for reaching out to customer support. Your ticket #46847 has been resolved. Please rate our service.,Legitimate Support,0,0.175,LOW
Guaranteed 450% return in 48 hours! Join our automated crypto arbitrage pool today. Send 3.75 ETH to 0x3c4caee and start earning.,Crypto Investment Scam,1,0.839,CRITICAL
Google Calendar: Standup meeting starts in 10 minutes (10:00 AM - 10:15 AM).,Legitimate Calendar,0,0.081,LOW
Zoom meeting invitation: Weekly Engineering Sync on Thursday at 3:00 PM EST. Join with meeting ID 9137.,Legitimate Work,0,0.217,LOW
"Walmart Reward: You have a pending voucher worth $1,000. Complete this short survey at http://usps-delivery-portal.cc before expiration.",Lottery / Prize Fraud,1,0.988,CRITICAL
Zoom meeting invitation: Weekly Engineering Sync on Thursday at 3:00 PM EST. Join with meeting ID 6877.,Legitimate Work,0,0.25,LOW
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.291,LOW
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.26,LOW
"WINNER! You have won the United States Mega Millions International Draw of $4,000,000! Call +1-315-722-9234 immediately with code WIN4497 to claim.",Lottery / Prize Fraud,1,0.796,HIGH
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.101,LOW
Google Calendar: Standup meeting starts in 10 minutes (10:00 AM - 10:15 AM).,Legitimate Calendar,0,0.121,LOW
URGENT: Your HDFC account has been suspended due to suspicious activity. Verify immediately at http://secure-verify-auth2.xyz to avoid permanent deactivation.,Banking Phishing,1,0.801,CRITICAL
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.197,LOW
URGENT: Your Chase account has been suspended due to suspicious activity. Verify immediately at https://login-update-online-service.top to avoid permanent deactivation.,Banking Phishing,1,0.882,HIGH
Google Calendar: Standup meeting starts in 10 minutes (10:00 AM - 10:15 AM).,Legitimate Calendar,0,0.254,LOW
Amazon Notification: Your mobile number was selected for an iPhone 15 Pro giveaway. Claim within 10 minutes at https://login-update-online-service.top.,Lottery / Prize Fraud,1,0.866,CRITICAL
"WINNER! You have won the Singapore Mega Millions International Draw of $1,000,000! Call +1-593-403-2194 immediately with code WIN7971 to claim.",Lottery / Prize Fraud,1,0.875,CRITICAL
Your order #ORD-934881 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.078,LOW
HR Global Recruiter: You have been shortlisted for Remote Data Entry role paying $65/hr. Pay registration fee $49 at https://login-update-online-service.top to get started.,Fake Job Offer,1,0.788,CRITICAL
"Dear Customer, Your debit card ending in 8561 is locked. Click http://secure-verify-auth2.xyz to update KYC within 24 hours.",Banking Phishing,1,0.83,CRITICAL
Your order #ORD-401309 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.167,LOW
"WINNER! You have won the Singapore Mega Millions International Draw of $11,000,000! Call +1-595-345-6868 immediately with code WIN9927 to claim.",Lottery / Prize Fraud,1,0.917,HIGH
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.17,LOW
Thanks for reaching out to customer support. Your ticket #53734 has been resolved. Please rate our service.,Legitimate Support,0,0.178,LOW
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.072,LOW
Your monthly bank statement for account ending in 6066 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.323,LOW
"Walmart Reward: You have a pending voucher worth $1,000. Complete this short survey at http://secure-verify-auth2.xyz before expiration.",Lottery / Prize Fraud,1,0.972,HIGH
Thanks for reaching out to customer support. Your ticket #62611 has been resolved. Please rate our service.,Legitimate Support,0,0.244,LOW
"Walmart Reward: You have a pending voucher worth $1,000. Complete this short survey at http://kyc-urgent-support.info before expiration.",Lottery / Prize Fraud,1,0.807,HIGH
Netflix Member Alert: We could not process your latest payment. Update billing details at http://claim-crypto-giveaway.net to avoid service cancellation.,Subscription Phishing,1,0.787,CRITICAL
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.077,LOW
Your monthly bank statement for account ending in 8875 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.078,LOW
"WINNER! You have won the Germany Mega Millions International Draw of $11,000,000! Call +1-326-258-1121 immediately with code WIN7090 to claim.",Lottery / Prize Fraud,1,0.885,HIGH
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.128,LOW
Your monthly bank statement for account ending in 4961 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.245,LOW
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.131,LOW
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.34,LOW
Tesla & Elon Musk 100M Crypto Giveaway! Send 0.1 BTC to receive 0.5 BTC back immediately: http://usps-delivery-portal.cc,Crypto Investment Scam,1,0.904,HIGH
"Congratulations! You've been whitelisted for the Exclusive Bitcoin Airdrop. Claim your free $5,000 token grant at https://login-update-online-service.top.",Crypto Investment Scam,1,0.915,HIGH
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.117,LOW
Guaranteed 450% return in 48 hours! Join our automated crypto arbitrage pool today. Send 3.34 ETH to 0x53fe8e7 and start earning.,Crypto Investment Scam,1,0.82,HIGH
Capital One Security: Unusual login from Germany. Confirm your identity now at http://kyc-urgent-support.info to prevent account freeze.,Banking Phishing,1,0.866,CRITICAL
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.225,LOW
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.291,LOW
Your order #ORD-393520 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.337,LOW
IRS / Tax Notice: A federal warrant is issued for tax evasion. Call +1-367-167-3960 immediately or law enforcement will be dispatched.,Impersonation / Extortion,1,0.78,CRITICAL
